,email_open_rate,time_in_product_mins,country_AU,devices_Desktop,referrer_channels_Direct,referrer_channels_None,referrer_channels_Organic,campaigns_au_nz_eofy,campaigns_au_nz_mobile_product_launch,industries_Construction,industries_Education,industries_Finance,industries_Healthcare,industries_Hospitality
47813,50.0,66.39,1,0,0,0,0,0,1,0,0,0,0,1
25656,36.0,22.44,0,0,1,0,0,0,1,0,0,1,0,0
20567,33.0,22.01,0,0,0,0,1,0,1,0,0,0,1,0
1105,31.0,71.75,0,1,1,0,0,1,0,0,0,0,1,0
9188,48.0,76.9,0,1,0,0,0,0,0,0,0,0,0,1
11490,91.0,32.28,0,0,0,0,0,0,1,1,0,0,0,0
11620,9.0,74.46,0,1,1,0,0,1,0,0,1,0,0,0
8121,70.0,17.24,0,0,0,0,0,0,1,0,0,1,0,0
5341,31.0,23.67,0,1,1,0,0,0,0,0,0,1,0,0
41625,60.0,70.97,1,0,1,0,0,0,1,0,0,0,1,0
48186,92.0,27.27,0,1,0,1,0,1,0,0,1,0,0,0
47651,72.0,18.63,0,1,0,1,0,0,0,0,0,0,0,1
17797,3.0,21.24,1,0,0,0,0,0,1,0,0,1,0,0
28801,64.0,15.93,1,0,0,0,1,0,0,0,1,0,0,0
3448,6.0,27.67,0,1,1,0,0,1,0,0,1,0,0,0
49547,69.0,17.67,1,1,0,1,0,0,0,0,0,0,0,0
27709,69.0,21.92,1,0,0,1,0,0,1,0,1,0,0,0
42068,54.0,21.84,0,1,0,1,0,0,0,0,1,0,0,0
25680,85.0,59.47,0,0,0,0,0,0,1,1,0,0,0,0
10125,79.0,16.7,0,0,0,0,0,0,1,0,0,0,0,0
18355,9.0,20.34,0,0,1,0,0,0,1,0,0,1,0,0
41747,75.0,74.51,0,1,1,0,0,0,0,0,0,0,1,0
2984,56.0,22.05,0,0,0,1,0,0,1,1,0,0,0,0
1432,67.0,72.29,0,0,0,0,0,0,1,0,1,0,0,0
4363,30.0,25.16,0,0,0,0,0,0,1,0,0,0,1,0
6052,63.0,20.83,0,1,1,0,0,1,0,1,0,0,0,0
1306,82.0,68.97,0,1,0,0,0,0,0,0,0,1,0,0
26365,55.0,22.07,0,0,1,0,0,0,0,0,0,0,1,0
27036,39.0,18.11,0,1,0,0,1,1,0,0,1,0,0,0
47766,78.0,20.35,0,1,1,0,0,1,0,0,0,1,0,0
23104,61.0,20.09,0,0,0,0,1,0,1,0,0,0,0,1
23036,29.0,75.58,0,1,0,0,1,1,0,0,0,0,1,0
31648,61.0,18.32,0,1,0,0,1,1,0,0,0,1,0,0
25402,85.0,17.3,0,1,0,0,0,0,0,0,0,1,0,0
43521,35.0,78.76,0,1,0,0,1,1,0,0,0,0,0,1
8264,99.0,25.01,0,0,0,0,1,1,0,0,0,0,1,0
575,86.0,17.27,1,1,0,0,0,0,0,0,1,0,0,0
45920,5.0,16.68,1,0,0,0,0,0,1,1,0,0,0,0
13514,89.0,78.64,0,1,0,1,0,0,0,0,0,1,0,0
6218,36.0,23.49,0,0,1,0,0,0,1,1,0,0,0,0
18889,53.0,17.92,0,1,1,0,0,1,0,0,0,1,0,0
49953,14.0,78.39,0,1,0,0,0,1,0,0,0,1,0,0
17353,51.0,19.59,0,1,1,0,0,1,0,0,1,0,0,0
21876,50.0,25.08,1,0,1,0,0,0,1,0,0,1,0,0
40626,49.0,20.79,1,1,0,0,0,1,0,0,0,0,0,1
22769,89.0,16.13,0,0,0,1,0,0,1,0,0,1,0,0
22916,97.0,20.12,0,1,0,0,0,1,0,0,1,0,0,0
7003,24.0,65.44,0,1,0,0,0,0,0,0,1,0,0,0
41735,44.0,20.61,1,0,0,0,0,0,1,0,0,0,0,0
37528,81.0,27.03,0,1,0,0,1,0,0,0,1,0,0,0
43672,7.0,23.06,0,1,0,0,1,1,0,1,0,0,0,0
20371,68.0,70.71,0,1,1,0,0,0,0,0,0,0,0,1
5437,68.0,74.67,0,1,0,0,0,0,0,0,1,0,0,0
34303,40.0,67.85,0,1,0,0,0,1,0,0,0,0,1,0
11727,66.0,18.4,0,1,0,0,0,0,0,0,1,0,0,0
30727,57.0,67.7,0,1,1,0,0,1,0,0,0,1,0,0
10344,14.0,21.84,0,0,1,0,0,0,1,0,1,0,0,0
17605,51.0,11.03,0,0,0,0,0,0,1,1,0,0,0,0
36702,75.0,18.99,0,0,0,0,1,0,0,0,0,1,0,0
44493,60.0,21.76,0,1,0,0,1,1,0,0,1,0,0,0
19457,61.0,72.87,0,0,0,0,1,0,1,1,0,0,0,0
1323,88.0,28.58,0,0,0,0,1,0,1,0,0,0,0,1
18912,63.0,17.41,0,0,1,0,0,0,1,0,0,1,0,0
5851,93.0,18.42,0,0,0,0,0,0,1,0,0,1,0,0
44163,40.0,16.39,1,0,1,0,0,1,0,0,1,0,0,0
48522,64.0,18.87,1,0,0,0,0,0,0,0,1,0,0,0
1114,68.0,22.99,0,1,0,0,0,0,0,0,0,0,1,0
5449,86.0,25.39,0,1,1,0,0,0,0,0,1,0,0,0
42374,21.0,69.84,0,1,1,0,0,1,0,0,1,0,0,0
46744,35.0,20.52,0,0,0,0,0,0,1,0,0,0,1,0
6204,37.0,70.0,1,0,1,0,0,0,1,0,0,1,0,0
30964,72.0,24.19,0,1,0,1,0,1,0,0,0,1,0,0
23135,58.0,25.34,0,1,1,0,0,0,0,0,0,0,0,0
5538,65.0,13.23,0,0,0,0,0,0,1,0,1,0,0,0
37378,4.0,15.8,0,0,1,0,0,0,1,0,0,0,0,1
13030,78.0,23.67,0,1,1,0,0,1,0,1,0,0,0,0
47175,85.0,96.93,0,0,0,0,0,0,1,1,0,0,0,0
93,76.0,69.71,0,0,0,0,0,1,0,0,0,1,0,0
49163,56.0,78.67,1,1,0,0,0,0,0,0,0,0,0,0
32797,13.0,18.28,0,1,1,0,0,0,0,0,0,1,0,0
1084,74.0,21.03,0,1,0,0,1,1,0,0,0,0,0,1
35266,49.0,22.18,0,0,0,0,1,0,1,1,0,0,0,0
15281,22.0,28.08,0,0,0,1,0,1,0,1,0,0,0,0
49281,34.0,23.9,0,1,1,0,0,1,0,0,0,1,0,0
11508,78.0,15.05,0,0,0,0,0,1,0,0,0,0,1,0
20151,6.0,20.12,1,1,0,0,0,0,0,0,0,0,0,1
10579,51.0,19.07,0,0,0,1,0,0,1,0,1,0,0,0
47247,59.0,25.69,0,0,0,0,1,0,1,0,0,1,0,0
45610,66.0,71.03,0,1,0,0,0,1,0,0,0,1,0,0
1266,98.0,20.72,0,1,0,0,0,1,0,0,0,0,0,1
29404,22.0,14.03,0,1,0,0,0,1,0,0,0,0,1,0
38204,79.0,14.32,0,1,0,0,1,0,0,0,1,0,0,0
1744,42.0,16.2,0,1,1,0,0,1,0,1,0,0,0,0
41635,68.0,17.51,1,1,1,0,0,0,0,1,0,0,0,0
44686,9.0,72.3,1,0,0,0,1,0,1,0,0,0,1,0
21936,52.0,77.59,0,0,0,0,1,0,0,1,0,0,0,0
16086,57.0,22.4,1,0,1,0,0,0,1,0,1,0,0,0
16126,89.0,68.81,0,0,0,0,0,0,1,0,0,0,0,0
20474,82.0,15.06,0,0,0,0,1,0,1,0,0,0,0,0
30272,10.0,20.08,0,0,0,0,0,0,1,0,0,1,0,0
14153,64.0,72.24,1,1,0,1,0,0,0,0,0,0,1,0
24828,18.0,27.9,0,0,0,0,0,0,1,1,0,0,0,0
18331,3.0,16.49,0,0,0,0,0,0,1,0,0,1,0,0
29820,50.0,14.6,0,1,0,0,0,0,0,0,0,1,0,0
13694,80.0,19.94,0,1,0,0,0,0,0,0,0,1,0,0
3466,80.0,26.59,0,1,0,0,0,0,0,0,1,0,0,0
25719,66.0,24.67,0,1,0,0,0,0,0,1,0,0,0,0
43680,39.0,22.69,0,1,0,0,0,0,0,0,0,1,0,0
30313,7.0,24.41,1,0,0,0,0,0,1,0,0,1,0,0
28706,87.0,75.43,1,0,1,0,0,0,1,0,0,1,0,0
44084,39.0,65.63,0,0,0,0,0,0,1,0,0,0,0,0
42047,88.0,18.45,0,1,1,0,0,0,0,0,1,0,0,0
19440,54.0,24.68,0,1,1,0,0,0,0,1,0,0,0,0
8927,41.0,20.08,0,0,0,0,0,0,1,1,0,0,0,0
13594,6.0,54.49,1,0,0,1,0,0,1,0,0,0,0,0
24871,0.0,21.12,1,0,0,0,0,0,1,0,0,1,0,0
14032,81.0,17.97,0,0,1,0,0,0,1,0,1,0,0,0
24670,33.0,23.32,0,0,0,0,0,0,1,0,0,0,1,0
15036,82.0,22.57,0,1,0,0,0,0,0,0,0,0,0,1
20840,23.0,24.1,0,0,1,0,0,0,1,0,0,1,0,0
35296,17.0,21.6,0,1,1,0,0,1,0,0,0,0,0,0
1257,59.0,10.34,1,0,0,0,1,0,1,0,0,0,0,1
9044,66.0,62.28,0,1,0,0,0,0,0,0,0,0,1,0
42487,11.0,24.73,0,0,0,1,0,0,1,0,1,0,0,0
14276,47.0,14.44,1,0,0,1,0,0,1,1,0,0,0,0
17717,89.0,58.24,0,0,0,0,0,0,1,0,0,0,1,0
13922,69.0,17.33,0,1,1,0,0,0,0,0,0,1,0,0
48691,42.0,23.14,0,1,0,0,1,0,0,0,1,0,0,0
27092,17.0,26.11,1,0,0,0,0,0,1,0,0,0,1,0
46758,2.0,25.05,0,1,1,0,0,1,0,1,0,0,0,0
39867,30.0,17.67,0,0,0,0,0,0,0,1,0,0,0,0
38347,90.0,67.31,0,1,1,0,0,0,0,0,0,0,1,0
19943,97.0,19.83,0,1,0,0,0,0,0,0,0,0,0,1
24200,24.0,20.53,1,0,1,0,0,0,1,1,0,0,0,0
9091,50.0,19.33,0,0,0,0,0,0,1,1,0,0,0,0
27422,82.0,18.44,0,1,0,0,0,1,0,0,0,1,0,0
34265,51.0,20.33,0,1,0,1,0,0,0,1,0,0,0,0
38652,22.0,66.77,0,0,0,0,1,0,1,0,1,0,0,0
9164,9.0,21.81,0,0,1,0,0,0,1,1,0,0,0,0
19190,78.0,21.11,0,1,1,0,0,0,0,0,0,0,0,1
48615,20.0,23.37,0,1,0,0,1,1,0,0,1,0,0,0
35315,88.0,22.61,0,0,0,0,0,0,0,0,0,1,0,0
31540,77.0,71.32,1,1,0,1,0,0,0,0,0,0,1,0
49319,56.0,17.97,0,0,0,0,0,0,1,0,1,0,0,0
21471,18.0,21.86,0,1,1,0,0,0,0,0,1,0,0,0
42331,65.0,56.03,0,0,0,1,0,0,1,0,0,0,0,0
31236,8.0,76.59,0,1,0,0,1,1,0,0,1,0,0,0
18019,46.0,23.13,1,0,1,0,0,0,1,1,0,0,0,0
47326,12.0,17.51,0,1,0,0,0,0,0,0,0,0,1,0
20590,47.0,21.13,0,1,0,0,0,1,0,0,1,0,0,0
40486,76.0,19.52,1,0,1,0,0,0,1,0,0,0,1,0
13948,77.0,16.51,1,1,0,0,1,1,0,1,0,0,0,0
33201,19.0,22.64,1,0,0,0,0,0,1,0,1,0,0,0
4579,75.0,11.88,0,1,0,0,0,1,0,1,0,0,0,0
29506,90.0,22.41,0,0,1,0,0,0,1,0,1,0,0,0
36627,72.0,18.15,0,1,0,0,0,1,0,0,0,1,0,0
2808,48.0,12.0,0,1,1,0,0,0,0,1,0,0,0,0
44611,65.0,17.28,1,0,0,0,1,0,1,1,0,0,0,0
12960,98.0,78.25,0,1,0,0,1,0,0,0,0,0,1,0
19427,78.0,19.47,1,1,0,0,0,1,0,1,0,0,0,0
20514,27.0,23.51,0,1,0,0,0,1,0,0,0,0,1,0
11966,54.0,28.02,0,0,0,0,0,0,1,0,0,1,0,0
38861,22.0,17.8,0,0,0,0,0,1,0,1,0,0,0,0
36912,22.0,20.22,0,1,0,0,1,1,0,1,0,0,0,0
23200,83.0,22.78,0,0,0,1,0,0,1,0,1,0,0,0
1602,13.0,15.0,1,1,0,1,0,1,0,0,0,1,0,0
45851,43.0,17.39,0,0,1,0,0,0,1,0,1,0,0,0
36220,0.0,23.06,0,0,0,0,1,1,0,0,0,1,0,0
49891,78.0,15.78,0,0,0,0,1,0,1,1,0,0,0,0
31002,24.0,21.23,1,0,0,0,0,0,1,1,0,0,0,0
14866,87.0,23.56,0,0,0,0,1,0,1,0,0,1,0,0
49631,84.0,73.71,0,0,0,0,1,0,1,0,0,0,0,1
2281,87.0,20.57,0,1,0,0,0,0,0,0,0,1,0,0
10562,72.0,15.37,0,0,0,0,0,0,1,0,0,1,0,0
2623,73.0,14.81,0,1,0,0,0,0,0,0,0,1,0,0
41951,59.0,20.0,0,1,0,0,0,1,0,0,0,0,0,0
37449,28.0,15.86,0,0,0,0,1,0,1,0,0,1,0,0
27035,41.0,84.4,0,1,1,0,0,1,0,0,0,1,0,0
2328,58.0,25.04,0,0,0,0,0,0,1,0,0,0,0,0
16721,41.0,22.76,1,0,1,0,0,0,1,1,0,0,0,0
48784,91.0,21.59,1,0,0,0,0,0,0,1,0,0,0,0
26910,80.0,84.82,0,1,0,0,0,0,0,1,0,0,0,0
29972,12.0,16.66,0,1,0,0,0,0,0,0,0,0,0,1
37535,14.0,69.91,1,1,0,0,1,0,0,0,0,0,1,0
19630,8.0,21.11,1,1,0,0,0,0,0,0,0,1,0,0
28560,34.0,15.53,1,1,0,1,0,0,0,0,0,0,0,1
47961,87.0,19.54,1,0,1,0,0,0,1,1,0,0,0,0
32719,32.0,18.6,0,0,1,0,0,0,1,0,0,0,1,0
34564,12.0,23.3,0,1,0,0,1,1,0,0,0,0,0,0
12830,15.0,24.16,0,1,0,0,0,1,0,0,1,0,0,0
40351,4.0,89.07,0,1,0,0,1,0,0,0,1,0,0,0
46959,91.0,20.14,0,0,0,0,0,0,1,0,1,0,0,0
43561,58.0,18.66,0,1,0,0,1,0,0,0,0,1,0,0
37633,2.0,27.76,0,0,0,0,0,1,0,0,1,0,0,0
41731,74.0,20.77,0,0,0,0,0,0,1,0,0,0,1,0
24907,100.0,15.77,0,1,0,0,0,1,0,0,0,0,0,1
26749,51.0,72.75,0,1,0,0,1,1,0,0,0,0,0,1
48795,30.0,17.66,0,1,0,1,0,1,0,0,1,0,0,0
7067,31.0,22.03,0,1,0,0,1,0,0,1,0,0,0,0
26219,65.0,21.3,0,0,0,1,0,0,1,0,1,0,0,0
14465,25.0,20.02,0,0,0,0,1,0,0,0,0,1,0,0
35469,32.0,72.22,0,1,0,0,1,1,0,0,1,0,0,0
32634,93.0,65.07,0,1,0,0,0,1,0,1,0,0,0,0
20564,46.0,19.8,0,0,0,0,0,0,1,1,0,0,0,0
30276,64.0,17.75,0,1,0,0,0,0,0,0,0,0,0,1
49642,63.0,18.78,0,1,0,0,0,1,0,1,0,0,0,0
20113,97.0,23.17,1,0,0,1,0,0,1,1,0,0,0,0
7765,32.0,21.78,0,1,0,0,1,1,0,0,0,1,0,0
43985,72.0,28.28,0,0,0,0,0,0,1,0,0,0,1,0
46775,73.0,67.87,0,1,0,1,0,0,0,0,0,1,0,0
16398,51.0,17.94,0,0,0,0,0,0,1,1,0,0,0,0
13507,76.0,23.27,0,1,1,0,0,1,0,0,0,0,0,1
41757,23.0,25.98,0,1,0,0,1,1,0,1,0,0,0,0
8873,40.0,60.17,0,1,0,0,0,0,0,0,1,0,0,0
3241,19.0,71.93,0,1,0,0,1,1,0,0,0,0,1,0
35209,51.0,66.71,1,1,0,0,0,1,0,1,0,0,0,0
43836,22.0,20.53,0,1,1,0,0,1,0,0,0,1,0,0
8652,9.0,17.19,0,0,1,0,0,0,1,0,0,0,0,0
23858,85.0,35.95,0,0,0,0,0,0,1,1,0,0,0,0
17881,34.0,20.84,0,0,0,1,0,0,1,0,0,0,0,1
46107,27.0,13.24,0,1,0,0,0,1,0,1,0,0,0,0
17075,55.0,75.82,0,0,0,0,1,0,1,0,0,0,1,0
1486,77.0,19.45,0,1,0,0,0,0,0,1,0,0,0,0
33936,37.0,28.02,0,0,1,0,0,0,1,0,0,0,0,0
4765,35.0,18.63,0,0,0,0,1,0,1,0,1,0,0,0
29905,30.0,23.36,0,0,0,0,1,0,1,0,1,0,0,0
11383,32.0,23.33,0,1,1,0,0,0,0,0,0,0,1,0
35733,66.0,72.27,0,0,0,1,0,0,1,0,0,1,0,0
9894,5.0,22.38,0,1,0,0,1,0,0,0,0,0,0,1
12938,29.0,19.76,0,1,0,1,0,0,0,1,0,0,0,0
40977,32.0,21.66,0,1,0,1,0,1,0,1,0,0,0,0
2736,10.0,79.87,0,0,1,0,0,0,1,0,0,0,1,0
5554,27.0,16.74,0,0,0,0,0,0,1,0,0,0,1,0
1144,35.0,19.87,0,0,0,0,0,0,1,0,0,0,1,0
42156,6.0,21.86,1,0,0,0,0,0,1,0,0,1,0,0
35004,68.0,69.54,0,0,0,1,0,0,1,0,0,1,0,0
36328,93.0,22.31,0,1,0,0,0,0,0,0,0,0,1,0
45667,90.0,26.41,0,0,0,0,1,0,1,0,0,1,0,0
4437,11.0,21.69,1,1,0,1,0,0,0,0,1,0,0,0
3393,76.0,21.77,0,0,0,0,0,0,1,0,0,0,1,0
26687,51.0,75.03,1,1,0,0,0,1,0,1,0,0,0,0
48984,89.0,58.85,0,1,0,0,0,0,0,0,0,1,0,0
6360,81.0,77.33,1,1,1,0,0,1,0,0,0,0,0,1
5322,50.0,24.01,1,1,1,0,0,0,0,0,0,1,0,0
27260,18.0,14.26,0,0,0,0,0,0,1,0,0,1,0,0
15716,5.0,75.04,0,0,0,0,0,1,0,0,0,0,1,0
25729,5.0,82.13,0,0,0,0,0,0,1,0,0,0,0,1
5673,81.0,65.42,0,1,0,0,0,0,0,0,0,0,1,0
12769,11.0,15.19,0,0,0,0,1,1,0,0,0,0,0,1
40203,38.0,17.03,0,0,0,0,0,0,1,0,1,0,0,0
1449,43.0,21.74,0,1,1,0,0,0,0,0,0,1,0,0
24294,6.0,65.34,1,0,1,0,0,0,1,0,0,0,0,1
35899,23.0,18.04,0,1,0,1,0,0,0,1,0,0,0,0
17879,10.0,23.71,0,1,0,0,0,1,0,0,0,1,0,0
43419,38.0,15.47,1,1,0,0,0,1,0,0,0,1,0,0
33707,61.0,23.94,1,0,0,0,1,0,1,0,0,0,1,0
47990,95.0,69.65,0,0,0,0,0,1,0,0,0,0,0,1
11607,43.0,62.52,0,0,1,0,0,0,1,1,0,0,0,0
24868,100.0,20.41,0,1,0,0,1,1,0,0,0,1,0,0
47039,34.0,21.83,0,0,0,0,1,0,1,0,0,1,0,0
32380,96.0,19.87,0,1,0,0,0,0,0,0,0,1,0,0
17439,8.0,83.09,0,1,0,0,1,0,0,0,0,0,0,1
5606,21.0,23.94,0,1,1,0,0,1,0,1,0,0,0,0
21958,39.0,23.63,0,1,0,0,1,0,0,0,1,0,0,0
21548,65.0,22.72,1,0,0,0,0,0,1,0,1,0,0,0
28563,38.0,64.08,0,0,0,1,0,0,1,0,0,0,1,0
3935,49.0,71.59,0,0,0,0,1,0,1,0,0,0,1,0
38638,70.0,15.76,0,0,1,0,0,0,0,0,0,1,0,0
9085,88.0,18.42,1,0,1,0,0,1,0,0,1,0,0,0
21668,84.0,60.5,0,1,0,0,1,1,0,1,0,0,0,0
44540,44.0,12.34,1,1,1,0,0,0,0,0,0,0,1,0
9285,83.0,81.03,0,1,0,0,0,0,0,1,0,0,0,0
31422,99.0,23.31,0,1,0,0,1,1,0,0,0,0,1,0
36361,71.0,53.63,0,0,1,0,0,0,1,0,0,1,0,0
19066,40.0,16.52,0,0,1,0,0,0,1,1,0,0,0,0
17003,8.0,19.96,0,0,0,0,0,0,1,0,0,0,1,0
18215,10.0,29.7,0,0,0,0,0,1,0,0,0,0,1,0
2937,80.0,24.05,0,0,0,0,1,0,0,0,0,1,0,0
29819,89.0,13.88,0,1,0,0,0,0,0,0,0,0,0,1
339,55.0,21.45,1,0,0,0,0,0,1,0,0,1,0,0
28442,67.0,63.21,0,1,0,0,0,0,0,0,1,0,0,0
15449,81.0,23.77,0,1,1,0,0,0,0,1,0,0,0,0
9988,74.0,20.33,0,1,0,0,1,1,0,0,0,0,1,0
13054,51.0,28.38,0,1,0,0,0,0,0,1,0,0,0,0
12066,76.0,75.26,1,0,0,1,0,0,1,0,0,0,1,0
41639,67.0,68.56,0,0,0,0,1,0,1,0,0,0,0,1
24915,26.0,15.47,0,0,0,0,1,0,1,0,1,0,0,0
20684,97.0,17.88,1,0,0,0,0,0,1,0,0,1,0,0
44215,8.0,22.05,0,0,1,0,0,0,1,0,0,1,0,0
18415,21.0,20.87,0,1,0,0,0,0,0,0,1,0,0,0
34548,48.0,68.87,0,1,0,0,0,1,0,0,0,1,0,0
2010,67.0,64.78,0,0,0,0,1,0,1,0,0,1,0,0
18058,0.0,20.1,1,1,0,0,0,1,0,0,0,0,0,1
32057,27.0,27.06,0,1,1,0,0,0,0,1,0,0,0,0
32987,4.0,78.64,0,0,1,0,0,0,1,0,0,1,0,0
28613,28.0,10.22,0,0,1,0,0,0,1,0,0,0,1,0
19967,63.0,74.37,0,1,0,0,0,0,0,0,0,1,0,0
43307,63.0,68.32,0,0,0,0,0,0,1,0,1,0,0,0
16918,40.0,27.44,0,1,1,0,0,0,0,0,0,1,0,0
25240,66.0,68.42,0,1,0,0,1,1,0,0,0,0,1,0
48111,71.0,23.71,0,0,0,0,0,0,1,0,0,0,0,1
963,23.0,19.29,1,1,1,0,0,0,0,1,0,0,0,0
44463,88.0,20.07,0,0,0,1,0,0,1,1,0,0,0,0
22202,58.0,36.0,1,0,0,0,1,1,0,0,0,0,1,0
7424,35.0,20.41,0,1,1,0,0,0,0,0,0,1,0,0
28462,10.0,66.0,1,0,0,0,1,0,1,0,0,0,0,0
14215,24.0,21.16,0,0,1,0,0,0,1,0,0,0,1,0
1716,97.0,23.32,0,1,0,0,1,0,0,0,0,0,0,0
38843,44.0,19.05,0,0,0,1,0,0,1,1,0,0,0,0
5622,79.0,18.11,0,1,0,0,0,1,0,0,0,0,1,0
23110,10.0,63.56,0,0,1,0,0,0,1,0,0,0,1,0
35068,44.0,16.32,1,0,0,0,1,1,0,0,0,1,0,0
2110,46.0,18.15,0,1,0,0,0,0,0,0,0,0,1,0
44462,69.0,83.64,0,1,0,0,0,0,0,0,0,1,0,0
30956,17.0,21.35,0,0,0,1,0,0,1,0,0,0,1,0
18861,92.0,64.14,0,1,0,0,1,1,0,0,0,0,1,0
3303,65.0,20.79,0,1,1,0,0,0,0,1,0,0,0,0
32429,23.0,20.17,0,1,0,0,1,1,0,0,0,0,1,0
41126,56.0,73.94,0,1,0,0,1,0,0,0,0,1,0,0
42369,13.0,19.87,0,1,0,0,1,0,0,0,0,1,0,0
12271,71.0,14.87,0,1,0,0,0,1,0,0,0,0,1,0
16123,72.0,22.63,0,1,0,0,0,1,0,1,0,0,0,0
19633,96.0,19.45,0,1,0,0,0,1,0,0,1,0,0,0
27804,95.0,17.23,1,0,0,0,0,0,1,1,0,0,0,0
2732,91.0,18.74,0,1,0,0,1,1,0,0,0,0,0,1
4282,83.0,23.13,0,1,1,0,0,1,0,0,0,1,0,0
2325,73.0,19.48,1,1,0,0,0,0,0,0,1,0,0,0
38233,25.0,20.14,0,0,1,0,0,0,1,0,0,0,0,0
38196,68.0,22.08,1,1,0,0,0,1,0,1,0,0,0,0
44000,24.0,69.75,0,0,1,0,0,0,0,1,0,0,0,0
47134,75.0,70.61,0,0,0,0,0,0,1,0,0,0,0,1
33726,16.0,15.35,0,0,1,0,0,0,1,1,0,0,0,0
10201,56.0,17.7,0,1,0,0,0,0,0,0,0,0,0,1
13300,44.0,13.7,0,1,0,0,0,1,0,1,0,0,0,0
11555,66.0,16.16,0,0,1,0,0,0,1,0,0,1,0,0
24267,4.0,23.24,0,1,0,1,0,0,0,0,1,0,0,0
29958,61.0,24.64,1,1,0,0,0,0,0,1,0,0,0,0
40405,1.0,16.61,1,1,0,1,0,0,0,0,0,0,1,0
10033,72.0,64.37,1,0,0,0,1,0,1,0,1,0,0,0
38961,10.0,22.17,0,1,1,0,0,0,0,1,0,0,0,0
42199,84.0,70.99,1,1,0,1,0,0,0,0,0,1,0,0
11254,98.0,20.23,1,0,1,0,0,0,1,0,0,1,0,0
25934,98.0,18.31,0,0,0,0,0,0,1,0,0,1,0,0
38654,89.0,21.45,1,1,0,1,0,0,0,0,0,1,0,0
43401,58.0,67.39,0,0,0,1,0,0,1,1,0,0,0,0
43681,96.0,13.55,1,1,0,0,0,0,0,0,1,0,0,0
49077,4.0,69.18,0,0,0,1,0,0,1,0,0,0,0,1
38366,63.0,22.63,0,0,1,0,0,0,1,1,0,0,0,0
35724,98.0,71.89,0,0,0,0,0,0,0,0,1,0,0,0
24029,63.0,22.51,0,0,0,0,1,0,1,0,0,1,0,0
21977,96.0,19.24,0,1,1,0,0,1,0,0,0,0,1,0
44470,58.0,18.76,0,1,0,0,1,0,0,0,1,0,0,0
1455,37.0,19.76,0,0,0,0,0,0,1,0,0,0,0,0
14801,64.0,19.53,0,0,0,0,0,0,1,1,0,0,0,0
17854,5.0,14.67,0,1,0,0,1,1,0,0,1,0,0,0
24652,50.0,24.39,0,1,1,0,0,0,0,0,0,1,0,0
1874,41.0,75.78,0,0,0,1,0,0,1,0,0,0,0,0
9746,22.0,18.33,0,1,0,1,0,0,0,1,0,0,0,0
9288,34.0,20.52,0,0,0,0,0,0,1,0,0,1,0,0
13245,0.0,18.04,1,1,0,0,1,1,0,1,0,0,0,0
41615,97.0,19.71,0,0,0,0,0,0,1,1,0,0,0,0
19133,39.0,70.81,0,0,1,0,0,1,0,0,1,0,0,0
24422,49.0,21.61,0,1,0,0,1,0,0,0,1,0,0,0
36505,62.0,83.46,0,1,0,0,0,1,0,0,0,0,0,1
33496,54.0,77.83,0,0,0,0,0,0,1,0,0,1,0,0
8914,24.0,20.23,0,0,1,0,0,0,1,1,0,0,0,0
40804,50.0,21.62,1,1,0,0,1,0,0,0,0,0,0,0
35676,100.0,21.75,0,0,0,0,0,0,1,0,0,1,0,0
37259,83.0,19.55,0,0,0,0,1,0,1,0,0,0,1,0
22470,61.0,72.06,0,1,1,0,0,0,0,0,0,1,0,0
523,57.0,20.2,0,0,1,0,0,1,0,0,0,1,0,0
16453,51.0,23.46,0,0,1,0,0,0,1,0,0,0,0,0
9137,37.0,72.83,0,0,0,0,1,0,1,0,0,0,0,1
13598,54.0,24.27,0,0,0,0,0,1,0,0,0,0,0,1
12053,72.0,68.67,0,0,0,0,0,0,1,0,1,0,0,0
22466,28.0,24.09,1,1,0,1,0,1,0,0,0,0,1,0
29452,67.0,23.66,0,0,0,1,0,0,1,0,0,0,1,0
9426,82.0,19.74,0,0,0,0,0,0,0,0,0,0,0,1
229,87.0,17.32,0,1,0,0,0,1,0,1,0,0,0,0
34490,6.0,21.24,1,1,1,0,0,1,0,0,1,0,0,0
4701,31.0,15.49,1,0,0,0,0,0,1,0,0,0,1,0
41579,81.0,71.51,0,1,0,0,0,1,0,0,0,1,0,0
7974,1.0,68.49,1,1,0,0,1,1,0,1,0,0,0,0
38212,59.0,26.2,0,1,0,0,1,0,0,1,0,0,0,0
21938,11.0,18.56,1,0,0,0,0,1,0,1,0,0,0,0
11838,61.0,28.66,0,1,0,1,0,1,0,1,0,0,0,0
21675,96.0,23.18,0,1,1,0,0,0,0,0,0,0,1,0
47839,61.0,19.54,1,0,0,0,1,0,1,0,0,1,0,0
48332,19.0,19.48,0,1,0,0,1,1,0,1,0,0,0,0
29103,100.0,17.91,0,1,1,0,0,0,0,1,0,0,0,0
21865,92.0,71.12,1,1,0,1,0,0,0,1,0,0,0,0
33086,14.0,68.78,0,1,1,0,0,0,0,1,0,0,0,0
19866,64.0,18.8,0,0,0,0,0,1,0,0,0,0,0,0
5526,15.0,75.94,1,1,1,0,0,0,0,0,0,1,0,0
41370,44.0,21.52,0,1,1,0,0,1,0,0,0,0,1,0
5566,89.0,51.47,0,0,0,0,0,1,0,0,0,0,1,0
